class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,veil-color,spore-print-color,population,habitat
e,f,f,w,f,n,f,w,b,k,w,k,a,g
p,f,y,w,t,p,f,c,n,n,w,k,s,g
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,x,s,w,f,n,f,w,b,k,w,n,a,g
e,x,f,w,f,n,f,w,b,h,w,n,a,g
e,x,s,n,f,n,f,w,b,h,w,n,a,g
e,x,f,n,f,n,f,w,b,n,w,n,a,g
e,x,s,g,f,n,f,w,b,h,w,n,a,g
e,x,y,n,t,n,f,c,b,w,w,n,v,d
e,x,f,n,t,n,f,c,b,u,w,n,y,d
e,f,s,g,f,n,f,w,b,k,w,n,s,g
e,f,s,n,f,n,f,w,b,n,w,k,a,g
e,x,s,g,f,n,f,w,b,p,w,n,s,g
e,f,f,g,t,n,f,c,b,n,w,k,y,d
e,x,s,w,f,n,f,w,b,h,w,n,a,g
e,f,f,n,f,n,f,w,b,k,w,n,a,g
e,f,s,w,f,n,f,w,b,h,w,k,s,g
e,x,f,g,f,n,f,w,b,k,w,n,s,g
e,f,f,n,f,n,f,w,b,k,w,n,a,g
e,f,f,n,f,n,f,w,b,p,w,k,a,g
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,f,s,g,f,n,f,w,b,h,w,k,a,g
e,f,s,w,f,n,f,w,b,n,w,n,s,g
e,x,y,e,t,n,f,c,b,p,w,k,v,d
e,x,y,g,t,n,f,c,b,u,w,k,v,d
e,x,y,e,t,n,f,c,b,n,w,k,v,d
e,x,f,g,f,n,f,w,b,h,w,k,s,g
e,f,f,g,f,n,f,w,b,p,w,n,a,g
e,f,y,y,t,l,f,c,b,p,w,n,y,g
p,f,y,w,t,p,f,c,n,w,w,k,v,u
e,f,s,n,f,n,f,w,b,h,w,k,a,g
e,f,f,n,f,n,f,w,b,k,w,k,s,g
e,f,f,n,t,n,f,c,b,p,w,k,v,d
e,x,f,e,t,n,f,c,b,u,w,k,y,d
e,f,f,g,f,n,f,w,b,p,w,n,a,g
e,x,f,n,f,n,f,w,b,n,w,k,s,g
e,x,f,g,f,n,f,w,b,h,w,n,s,g
e,x,y,e,t,n,f,c,b,w,w,n,v,d
e,f,f,n,t,n,f,c,b,w,w,k,v,d
e,x,f,n,f,n,f,w,b,p,w,k,s,g
e,x,f,n,f,n,f,w,b,p,w,k,a,g
e,f,s,w,f,n,f,w,b,h,w,k,s,g
e,f,s,g,f,n,f,w,b,p,w,k,s,g
p,f,y,w,t,p,f,c,n,w,w,k,s,u
e,b,s,w,t,a,f,c,b,k,w,n,s,g
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,f,f,g,f,n,f,w,b,k,w,k,a,g
e,x,f,n,f,n,f,w,b,k,w,n,s,g
e,x,s,n,f,n,f,w,b,k,w,n,s,g
e,f,s,w,t,l,f,w,n,n,w,u,v,d
e,x,f,w,f,n,f,w,b,h,w,n,a,g
e,x,s,w,f,n,f,w,b,h,w,k,a,g
e,x,s,g,f,n,f,w,b,k,w,k,s,g
e,x,y,e,t,n,f,c,b,p,w,k,v,d
e,f,f,n,t,n,f,c,b,n,w,k,v,d
e,x,f,n,t,n,f,c,b,n,w,k,v,d
e,f,f,w,f,n,f,w,b,k,w,k,s,g
e,f,s,n,f,n,f,w,b,n,w,n,s,g
p,f,s,w,t,p,f,c,n,k,w,n,v,u
e,f,f,n,f,n,f,w,b,p,w,n,s,g
e,x,y,g,t,n,f,c,b,w,w,n,y,d
e,x,y,g,t,n,f,c,b,n,w,n,v,d
e,x,f,g,f,n,f,w,b,p,w,n,a,g
e,x,f,g,t,n,f,c,b,w,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
e,x,f,g,t,n,f,c,b,p,w,k,y,d
e,x,f,g,t,n,f,c,b,u,w,n,v,d
e,x,f,n,t,n,f,c,b,p,w,k,v,d
p,x,s,w,t,p,f,c,n,p,w,k,v,g
e,x,f,n,f,n,f,w,b,k,w,k,s,g
e,x,y,n,t,n,f,c,b,w,w,n,v,d
e,x,f,g,t,n,f,c,b,p,w,n,y,d
p,f,y,n,t,p,f,c,n,w,w,n,s,g
e,x,f,g,t,n,f,c,b,u,w,k,y,d
e,x,f,g,f,n,f,w,b,h,w,k,s,g
e,x,f,e,t,n,f,c,b,u,w,k,v,d
e,f,f,n,f,n,f,w,b,k,w,n,s,g
e,f,s,w,f,n,f,w,b,h,w,n,a,g
e,f,s,n,f,n,f,w,b,p,w,k,s,g
e,x,y,e,t,n,f,c,b,w,w,n,v,d
e,f,s,n,f,n,f,w,b,k,w,k,s,g
e,f,f,n,t,n,f,c,b,n,w,n,v,d
e,f,s,w,f,n,f,w,b,h,w,k,s,g
e,x,f,n,f,n,f,w,b,k,w,k,a,g
e,f,f,n,f,n,f,w,b,h,w,n,s,g
p,x,s,n,t,p,f,c,n,w,w,k,v,u
e,x,f,n,t,n,f,c,b,p,w,k,y,d
e,f,s,n,f,n,f,w,b,k,w,n,s,g
p,f,y,w,t,p,f,c,n,n,w,n,s,g
e,x,f,n,t,n,f,c,b,n,w,n,v,d
e,x,f,g,t,n,f,c,b,u,w,n,y,d
e,f,f,n,f,n,f,w,b,p,w,n,a,g
e,x,f,e,t,n,f,c,b,p,w,k,v,d
e,f,f,w,f,n,f,w,b,p,w,n,s,g
e,x,f,w,f,n,f,w,b,h,w,k,s,g
e,x,y,w,t,l,f,c,b,k,w,k,n,m
e,x,s,w,f,n,f,w,b,p,w,n,s,g
e,x,y,g,t,n,f,c,b,u,w,n,v,d
e,x,f,g,t,n,f,c,b,n,w,k,y,d
e,x,s,g,f,n,f,w,b,n,w,n,a,g
p,f,y,w,t,p,f,c,n,n,w,n,s,u
e,x,f,e,t,n,f,c,b,w,w,n,v,d
p,f,s,n,t,p,f,c,n,n,w,k,s,u
p,f,y,n,t,p,f,c,n,w,w,n,v,g
e,x,f,g,t,n,f,c,b,p,w,n,v,d
e,f,s,n,f,n,f,w,b,h,w,n,a,g
e,x,f,g,t,n,f,c,b,p,w,n,y,d
e,x,f,n,f,n,f,w,b,h,w,k,a,g
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,f,s,n,f,n,f,w,b,p,w,n,s,g
e,f,f,n,f,n,f,w,b,p,w,k,a,g
e,x,s,n,f,n,f,w,b,k,w,k,a,g
e,x,s,n,f,n,f,w,b,k,w,k,s,g
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
e,f,s,n,f,n,f,w,b,k,w,k,a,g
e,x,f,n,t,n,f,c,b,w,w,k,y,d
p,f,y,w,t,p,f,c,n,w,w,n,v,u
e,x,y,y,t,l,f,c,b,n,w,n,s,g
p,f,s,n,t,p,f,c,n,p,w,k,s,g
e,f,f,w,f,n,f,w,b,h,w,n,s,g
e,f,f,n,f,n,f,w,b,n,w,k,a,g
p,f,s,n,t,p,f,c,n,w,w,n,v,g
e,x,s,n,f,n,f,w,b,k,w,n,a,g
e,x,f,n,f,n,f,w,b,n,w,k,s,g
e,x,f,e,t,n,f,c,b,u,w,k,v,d
e,f,f,n,f,n,f,w,b,k,w,k,a,g
e,x,f,w,f,n,f,w,b,k,w,n,s,g
e,f,s,g,f,n,f,w,b,p,w,n,a,g
e,f,f,w,f,n,f,w,b,h,w,k,s,g
e,f,s,y,t,a,f,w,n,n,w,n,v,d
e,f,f,w,t,a,f,w,n,n,w,n,v,d
e,f,f,n,f,n,f,w,b,p,w,n,a,g
e,x,f,n,t,n,f,c,b,u,w,n,y,d
e,x,y,g,t,n,f,c,b,n,w,k,y,d
e,x,f,n,t,n,f,c,b,u,w,n,y,d
e,x,f,n,f,n,f,w,b,k,w,k,s,g
e,x,f,g,t,n,f,c,b,u,w,n,y,d
e,x,f,n,t,n,f,c,b,n,w,k,v,d
e,x,f,g,f,n,f,w,b,p,w,k,a,g
e,x,f,n,t,n,f,c,b,n,w,n,v,d
e,x,s,n,f,n,f,w,b,h,w,k,a,g
e,b,y,w,t,l,f,c,b,k,w,k,s,m
e,x,y,e,t,n,f,c,b,u,w,k,v,d
e,f,s,n,f,n,f,w,b,h,w,n,s,g
e,x,f,e,t,n,f,c,b,w,w,k,y,d
e,f,y,n,t,n,f,c,b,p,w,k,y,d
e,x,y,g,t,n,f,c,b,u,w,k,v,d
e,x,s,g,f,n,f,w,b,p,w,n,a,g
e,x,s,n,f,n,f,w,b,k,w,k,s,g
e,x,f,g,f,n,f,w,b,p,w,n,a,g
e,x,s,g,f,n,f,w,b,n,w,k,a,g
e,x,y,e,t,n,f,c,b,w,w,k,y,d
e,f,f,g,t,n,f,c,b,w,w,n,y,d
e,f,f,n,t,n,f,c,b,n,w,k,y,d
e,x,f,n,f,n,f,w,b,k,w,n,s,g
e,f,s,n,f,n,f,w,b,n,w,n,s,g
e,x,f,w,f,n,f,w,b,n,w,k,s,g
e,x,y,y,t,a,f,c,b,p,w,n,s,p
e,x,f,e,t,n,f,c,b,u,w,n,v,d
e,x,f,n,f,n,f,w,b,h,w,k,s,g
e,x,y,n,t,n,f,c,b,p,w,k,v,d
e,f,f,g,t,n,f,c,b,n,w,n,y,d
e,x,f,w,f,n,f,w,b,k,w,n,a,g
e,x,y,w,t,a,f,c,b,k,w,k,s,m
e,x,s,n,f,n,f,w,b,p,w,n,s,g
e,f,s,w,f,n,f,w,b,p,w,n,a,g
e,f,f,n,t,n,f,c,b,u,w,n,v,d
e,f,f,w,f,n,f,w,b,k,w,k,s,g
e,x,f,g,t,n,f,c,b,u,w,n,v,d
e,x,f,n,t,n,f,c,b,p,w,n,y,d
e,x,f,w,f,n,f,w,b,p,w,n,a,g
e,x,s,w,t,a,f,c,b,n,w,k,n,m
e,f,s,g,f,n,f,w,b,n,w,n,s,g
p,f,y,n,t,p,f,c,n,n,w,n,v,g
e,f,f,g,f,n,f,w,b,p,w,n,s,g
e,x,f,n,t,n,f,c,b,n,w,n,v,d
e,x,f,w,f,n,f,w,b,n,w,n,s,g
e,x,y,n,t,n,f,c,b,u,w,k,v,d
e,x,y,e,t,n,f,c,b,p,w,n,v,d
p,f,s,n,t,p,f,c,n,n,w,k,v,u
e,f,s,g,f,n,f,w,b,p,w,n,a,g
e,x,f,g,t,n,f,c,b,n,w,k,y,d
e,f,f,g,t,n,f,c,b,n,w,k,y,d
e,x,f,g,t,n,f,c,b,n,w,k,v,d
e,x,f,g,t,n,f,c,b,w,w,n,y,d
e,x,f,n,t,n,f,c,b,u,w,k,y,d
p,x,s,w,t,p,f,c,n,p,w,n,v,u
e,x,s,y,t,l,f,c,b,k,w,k,n,m
e,x,f,n,t,n,f,c,b,n,w,n,v,d
e,f,y,n,t,n,f,c,b,w,w,n,y,d
e,x,s,g,f,n,f,w,b,n,w,n,s,g
e,x,y,e,t,n,f,c,b,u,w,n,y,d
e,x,f,g,f,n,f,w,b,k,w,n,s,g
e,f,s,w,f,n,f,w,b,p,w,n,s,g
e,x,f,n,t,n,f,c,b,n,w,n,v,d
e,f,f,n,t,n,f,c,b,u,w,n,v,d
e,f,f,g,f,n,f,w,b,n,w,k,s,g
e,f,f,g,f,n,f,w,b,n,w,k,s,g
e,f,f,n,f,n,f,w,b,h,w,n,s,g
e,x,f,g,t,n,f,c,b,p,w,k,y,d
e,x,f,e,t,n,f,c,b,n,w,n,y,d
p,f,y,n,t,p,f,c,n,p,w,k,s,u
e,x,y,g,t,n,f,c,b,p,w,k,v,d
e,x,s,w,f,n,f,w,b,k,w,n,a,g
e,b,s,w,t,a,f,c,b,g,w,n,s,m
e,x,s,w,f,n,f,w,b,h,w,n,s,g
e,f,f,n,f,n,f,w,b,k,w,k,s,g
e,x,y,g,t,n,f,c,b,p,w,k,y,d
e,f,f,g,t,n,f,c,b,n,w,n,v,d
e,x,f,g,f,n,f,w,b,p,w,k,s,g
p,x,s,w,t,p,f,c,n,n,w,k,s,g
e,x,s,n,f,n,f,w,b,k,w,n,a,g
e,x,y,g,t,n,f,c,b,p,w,k,y,d
e,f,f,g,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,w,w,n,v,d
e,x,f,e,t,n,f,c,b,p,w,n,y,d
e,f,f,n,t,n,f,c,b,w,w,n,y,d
e,x,f,e,t,n,f,c,b,u,w,k,y,d
e,f,f,n,t,n,f,c,b,p,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,k,y,d
e,x,f,g,t,n,f,c,b,w,w,k,v,d
e,f,f,g,t,n,f,c,b,p,w,k,v,d
e,x,f,e,t,n,f,c,b,w,w,k,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
p,x,s,w,t,p,f,c,n,w,w,n,v,g
e,x,f,e,t,n,f,c,b,n,w,n,v,d
e,x,y,g,t,n,f,c,b,p,w,k,v,d
e,x,f,n,t,n,f,c,b,p,w,n,y,d
e,x,y,e,t,n,f,c,b,w,w,k,y,d
e,x,y,g,t,n,f,c,b,n,w,k,v,d
e,x,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,g,t,n,f,c,b,u,w,k,v,d
e,x,f,e,t,n,f,c,b,p,w,n,y,d
e,f,y,e,t,n,f,c,b,n,w,n,y,d
e,f,f,n,t,n,f,c,b,p,w,k,v,d
e,x,f,n,t,n,f,c,b,u,w,k,v,d
e,f,y,g,t,n,f,c,b,w,w,k,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
e,x,f,g,t,n,f,c,b,p,w,n,y,d
e,x,y,g,t,n,f,c,b,n,w,k,v,d
p,x,f,g,f,f,f,c,b,p,w,h,y,g
p,f,s,w,t,p,f,c,n,p,w,k,s,g
e,x,f,e,t,n,f,c,b,n,w,k,v,d
e,x,f,w,f,n,f,w,b,h,w,n,s,g
e,x,y,n,t,n,f,c,b,u,w,n,v,d
e,f,f,n,t,n,f,c,b,n,w,n,y,d
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,x,y,g,t,n,f,c,b,u,w,n,y,d
e,x,y,g,t,n,f,c,b,w,w,n,v,d
e,x,f,e,t,n,f,c,b,u,w,k,v,d
e,x,y,n,t,n,f,c,b,n,w,n,y,d
e,x,f,g,t,n,f,c,b,w,w,k,y,d
e,x,f,e,t,n,f,c,b,w,w,k,v,d
e,x,y,e,t,n,f,c,b,u,w,k,v,d
e,x,y,n,t,n,f,c,b,p,w,n,y,d
e,x,y,e,t,n,f,c,b,n,w,k,y,d
e,f,y,n,t,n,f,c,b,p,w,n,v,d
e,f,y,n,t,n,f,c,b,n,w,k,v,d
e,x,y,n,t,n,f,c,b,n,w,n,v,d
p,f,s,n,t,p,f,c,n,n,w,n,v,u
e,f,f,e,t,n,f,c,b,u,w,n,y,d
p,x,s,w,t,p,f,c,n,w,w,k,s,g
e,x,f,e,t,n,f,c,b,u,w,k,y,d
e,f,f,n,t,n,f,c,b,p,w,k,y,d
e,x,y,n,t,n,f,c,b,u,w,n,v,d
e,f,f,e,t,n,f,c,b,p,w,n,v,d
e,x,f,e,t,n,f,c,b,n,w,n,y,d
e,x,f,g,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,n,w,n,y,d
e,f,f,n,t,n,f,c,b,u,w,n,v,d
e,f,f,n,t,n,f,c,b,w,w,n,y,d
e,x,f,e,t,n,f,c,b,u,w,k,v,d
e,x,f,n,t,n,f,c,b,u,w,k,y,d
e,x,f,e,t,n,f,c,b,p,w,n,y,d
e,f,f,g,t,n,f,c,b,p,w,k,v,d
e,x,y,n,t,n,f,c,b,u,w,k,y,d
e,f,f,n,t,n,f,c,b,u,w,n,y,d
e,x,f,e,t,n,f,c,b,n,w,n,y,d
e,x,y,e,t,n,f,c,b,w,w,n,y,d
e,x,f,g,t,n,f,c,b,p,w,k,y,d
e,x,y,g,t,n,f,c,b,n,w,k,y,d
e,x,y,e,t,n,f,c,b,p,w,n,v,d
e,x,y,g,t,n,f,c,b,p,w,k,v,d
e,x,f,g,t,n,f,c,b,n,w,n,v,d
e,f,f,g,t,n,f,c,b,n,w,n,v,d
e,x,y,g,t,n,f,c,b,n,w,k,v,d
e,x,y,e,t,n,f,c,b,n,w,n,y,d
e,f,f,n,t,n,f,c,b,p,w,k,v,d
e,f,f,n,t,n,f,c,b,w,w,k,y,d
e,x,y,e,t,n,f,c,b,p,w,n,v,d
p,x,f,g,f,f,f,c,b,p,w,h,y,d
e,x,y,g,t,n,f,c,b,u,w,k,y,d
e,x,f,e,t,n,f,c,b,w,w,n,y,d
e,x,y,n,t,n,f,c,b,u,w,n,v,d
e,f,f,n,t,n,f,c,b,p,w,n,y,d
e,x,y,e,t,n,f,c,b,w,w,k,v,d
e,f,f,n,t,n,f,c,b,p,w,k,v,d
e,f,y,n,t,n,f,c,b,p,w,k,y,d
e,f,f,g,t,n,f,c,b,p,w,k,y,d
e,x,f,e,t,n,f,c,b,n,w,k,y,d
e,x,f,g,t,n,f,c,b,w,w,k,v,d
e,x,f,g,t,n,f,c,b,u,w,n,v,d
e,x,f,n,t,n,f,c,b,u,w,k,v,d
e,x,f,g,t,n,f,c,b,w,w,k,y,d
e,x,s,g,f,n,f,w,b,k,w,n,s,g
e,x,y,e,t,n,f,c,b,u,w,k,y,d
e,f,f,g,t,n,f,c,b,p,w,k,y,d
e,x,y,e,t,n,f,c,b,n,w,n,v,d
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,f,g,t,n,f,c,b,u,w,k,y,d
e,x,f,g,t,n,f,c,b,n,w,n,v,d
e,f,f,g,t,n,f,c,b,p,w,n,y,d
e,x,s,w,f,n,f,w,b,p,w,n,a,g
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,f,f,n,t,n,f,c,b,w,w,k,v,d
e,f,f,g,t,n,f,c,b,p,w,k,y,d
e,x,y,g,t,n,f,c,b,w,w,k,y,d
e,x,f,e,t,n,f,c,b,u,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,k,v,d
e,x,f,n,t,n,f,c,b,w,w,k,y,d
e,f,y,g,t,n,f,c,b,w,w,k,y,d
e,x,y,g,t,n,f,c,b,w,w,n,v,d
p,x,s,p,f,c,f,w,n,g,w,n,s,d
e,x,y,n,t,n,f,c,b,p,w,n,y,d
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,e,t,n,f,c,b,p,w,k,y,d
e,f,f,n,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,w,w,n,v,d
e,x,f,g,t,n,f,c,b,w,w,n,y,d
e,f,f,n,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,n,w,k,v,d
e,x,y,n,t,n,f,c,b,w,w,k,v,d
e,x,f,e,t,n,f,c,b,w,w,n,v,d
e,f,f,g,t,n,f,c,b,p,w,k,v,d
e,x,y,e,t,n,f,c,b,n,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
e,f,f,n,t,n,f,c,b,w,w,n,y,d
e,x,f,e,t,n,f,c,b,p,w,k,v,d
e,x,f,e,t,n,f,c,b,n,w,n,y,d
e,x,f,w,f,n,f,w,b,k,w,n,s,g
e,x,y,g,t,n,f,c,b,p,w,k,y,d
e,x,f,e,t,n,f,c,b,p,w,k,v,d
e,x,y,g,t,n,f,c,b,p,w,n,v,d
e,x,f,e,t,n,f,c,b,w,w,k,v,d
e,x,f,g,t,n,f,c,b,p,w,n,y,d
e,f,y,e,t,n,f,c,b,p,w,n,v,d
e,f,y,g,t,n,f,c,b,p,w,k,v,d
e,x,y,e,t,n,f,c,b,p,w,k,y,d
e,x,y,g,t,n,f,c,b,p,w,n,y,d
e,f,f,g,f,n,f,w,b,h,w,k,s,g
p,x,f,g,f,f,f,c,b,g,w,h,y,p
e,x,f,e,t,n,f,c,b,p,w,k,y,d
e,x,y,e,t,n,f,c,b,w,w,n,y,d
p,f,s,w,t,p,f,c,n,w,w,k,v,g
e,f,y,n,t,n,f,c,b,u,w,k,y,d
e,x,f,e,t,n,f,c,b,n,w,n,y,d
e,x,y,e,t,n,f,c,b,n,w,k,v,d
e,x,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,g,t,n,f,c,b,p,w,n,v,d
e,x,f,g,f,n,f,w,b,n,w,n,a,g
e,x,f,n,t,n,f,c,b,u,w,n,y,d
e,f,f,e,t,n,f,c,b,n,w,k,y,d
e,x,y,g,t,n,f,c,b,u,w,n,y,d
e,f,f,n,t,n,f,c,b,w,w,k,y,d
e,f,f,g,f,n,f,w,b,h,w,n,s,g
e,f,f,g,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,w,w,k,v,d
e,f,f,g,t,n,f,c,b,p,w,k,y,d
e,f,y,n,t,n,f,c,b,u,w,n,y,d
e,x,f,g,t,n,f,c,b,w,w,n,v,d
e,x,y,e,t,n,f,c,b,u,w,n,v,d
e,x,y,n,t,n,f,c,b,n,w,n,v,d
e,f,s,g,f,n,f,w,b,n,w,n,a,g
e,x,f,n,t,n,f,c,b,w,w,k,y,d
e,f,f,n,t,n,f,c,b,n,w,k,y,d
e,x,y,e,t,n,f,c,b,w,w,n,y,d
e,x,y,e,t,n,f,c,b,w,w,k,y,d
e,x,y,n,t,n,f,c,b,n,w,k,y,d
e,f,s,w,f,n,f,w,b,h,w,k,a,g
e,x,y,n,t,n,f,c,b,p,w,n,v,d
e,x,y,e,t,n,f,c,b,p,w,k,y,d
e,x,f,g,t,n,f,c,b,p,w,n,v,d
e,f,f,g,t,n,f,c,b,n,w,n,v,d
e,f,f,n,f,n,f,w,b,n,w,k,s,g
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,e,t,n,f,c,b,u,w,k,y,d
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,n,t,n,f,c,b,u,w,n,y,d
e,x,f,e,t,n,f,c,b,u,w,k,y,d
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,x,f,g,t,n,f,c,b,n,w,n,v,d
e,f,f,g,t,n,f,c,b,w,w,n,v,d
e,x,f,n,t,n,f,c,b,p,w,k,y,d
e,x,y,n,t,n,f,c,b,u,w,n,y,d
e,x,f,e,t,n,f,c,b,p,w,n,v,d
e,f,f,g,t,n,f,c,b,n,w,k,y,d
e,x,y,n,t,n,f,c,b,p,w,k,y,d
p,x,s,p,f,c,f,w,n,n,w,k,v,d
e,f,y,g,t,n,f,c,b,w,w,k,y,d
e,f,f,n,t,n,f,c,b,p,w,n,y,d
p,f,s,n,t,p,f,c,n,p,w,k,s,u
e,x,y,n,t,n,f,c,b,u,w,k,y,d
e,x,y,g,t,n,f,c,b,u,w,k,y,d
e,x,y,e,t,n,f,c,b,n,w,k,v,d
e,x,y,e,t,n,f,c,b,n,w,n,v,d
e,x,y,e,t,n,f,c,b,p,w,k,v,d
e,x,f,g,t,n,f,c,b,p,w,n,y,d
e,f,s,w,f,n,f,w,b,n,w,k,s,g
e,x,y,g,t,n,f,c,b,p,w,n,v,d
e,x,f,n,f,n,f,w,b,p,w,n,s,g
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,x,y,g,t,n,f,c,b,p,w,k,v,d
e,x,y,e,t,n,f,c,b,p,w,n,v,d
e,x,y,n,t,n,f,c,b,u,w,k,v,d
e,x,f,g,t,n,f,c,b,w,w,n,v,d
e,x,f,g,t,n,f,c,b,w,w,k,y,d
e,x,y,g,t,n,f,c,b,w,w,k,v,d
e,x,y,g,t,n,f,c,b,n,w,n,y,d
e,f,y,g,t,n,f,c,b,p,w,n,v,d
e,x,f,e,t,n,f,c,b,p,w,k,v,d
e,x,y,e,t,n,f,c,b,n,w,k,y,d
e,x,f,n,t,n,f,c,b,w,w,n,v,d
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,f,f,n,t,n,f,c,b,n,w,k,v,d
e,f,f,n,t,n,f,c,b,p,w,n,y,d
e,x,y,g,t,n,f,c,b,u,w,n,v,d
e,x,f,e,t,n,f,c,b,w,w,k,y,d
e,f,y,n,t,n,f,c,b,w,w,k,v,d
e,x,y,e,t,n,f,c,b,p,w,k,v,d
e,f,y,n,t,n,f,c,b,w,w,k,y,d
e,x,y,g,t,n,f,c,b,p,w,k,y,d
e,f,f,n,t,n,f,c,b,n,w,n,v,d
e,x,y,g,t,n,f,c,b,w,w,k,y,d
e,x,y,e,t,n,f,c,b,w,w,k,v,d
e,x,y,n,t,n,f,c,b,p,w,k,y,d
e,x,f,g,t,n,f,c,b,w,w,k,y,d
e,x,f,e,t,n,f,c,b,u,w,n,y,d
e,x,f,n,t,n,f,c,b,u,w,k,v,d
e,f,f,n,t,n,f,c,b,w,w,n,y,d
e,f,y,g,t,n,f,c,b,u,w,n,v,d
e,x,f,n,t,n,f,c,b,w,w,k,v,d
e,x,y,e,t,n,f,c,b,w,w,k,y,d
e,f,f,n,t,n,f,c,b,w,w,k,v,d
e,x,y,n,t,n,f,c,b,w,w,k,v,d
e,f,f,n,t,n,f,c,b,n,w,k,y,d
e,x,y,e,t,n,f,c,b,u,w,n,y,d
e,x,y,e,t,n,f,c,b,u,w,n,y,d
e,x,f,g,t,n,f,c,b,w,w,n,v,d
e,x,f,g,t,n,f,c,b,p,w,n,v,d
e,f,f,e,t,n,f,c,b,u,w,n,v,d
e,x,f,n,t,n,f,c,b,w,w,n,y,d
e,x,y,e,t,n,f,c,b,n,w,n,y,d
e,x,y,g,t,n,f,c,b,u,w,n,v,d
e,x,y,g,t,n,f,c,b,u,w,k,y,d
e,x,f,e,t,n,f,c,b,u,w,n,v,d
e,f,f,n,t,n,f,c,b,w,w,n,v,d
e,x,y,n,t,n,f,c,b,p,w,n,y,d
e,x,y,g,t,n,f,c,b,u,w,k,v,d
e,x,f,w,f,n,f,w,b,h,w,n,s,g
e,f,y,g,t,n,f,c,b,w,w,n,y,d
e,f,s,g,f,n,f,w,b,n,w,n,s,g
e,f,f,n,t,n,f,c,b,u,w,n,y,d
e,x,y,e,t,n,f,c,b,w,w,k,y,d
p,f,y,w,t,p,f,c,n,w,w,n,s,u
e,x,y,g,t,n,f,c,b,n,w,k,v,d
e,f,f,n,t,n,f,c,b,w,w,k,y,d
e,x,f,g,t,n,f,c,b,w,w,n,y,d
e,x,f,e,t,n,f,c,b,n,w,k,v,d
e,f,f,g,t,n,f,c,b,n,w,k,v,d
e,x,y,n,t,n,f,c,b,p,w,n,y,d
e,x,y,e,t,n,f,c,b,n,w,k,y,d
e,x,y,n,t,n,f,c,b,n,w,n,v,d
e,x,y,n,t,n,f,c,b,n,w,n,y,d
e,f,f,n,t,n,f,c,b,p,w,k,y,d
e,x,y,g,t,n,f,c,b,u,w,k,y,d
e,x,y,n,t,n,f,c,b,n,w,k,y,d
e,x,f,e,t,n,f,c,b,w,w,k,v,d
e,f,f,n,t,n,f,c,b,p,w,k,y,d
e,x,f,e,t,n,f,c,b,n,w,k,v,d
e,f,s,w,f,n,f,w,b,k,w,n,a,g
e,x,y,n,t,n,f,c,b,n,w,k,v,d
e,x,f,g,t,n,f,c,b,w,w,k,y,d
e,x,f,n,t,n,f,c,b,w,w,k,y,d
e,x,f,e,t,n,f,c,b,p,w,n,y,d
e,f,f,n,t,n,f,c,b,n,w,k,y,d
e,x,f,n,t,n,f,c,b,u,w,n,v,d
e,x,y,n,t,n,f,c,b,p,w,n,y,d
p,f,s,w,t,p,f,c,n,w,w,n,v,u
e,x,f,g,t,n,f,c,b,w,w,k,v,d
e,f,s,w,f,n,f,w,b,k,w,k,s,g
e,x,s,g,f,n,f,w,b,p,w,n,s,g
e,x,f,g,t,n,f,c,b,p,w,k,v,d
e,f,f,n,t,n,f,c,b,n,w,k,y,d
e,x,f,e,t,n,f,c,b,n,w,k,v,d
e,x,y,g,t,n,f,c,b,n,w,k,v,d
